job,marital,education,contact,duration,campaign,age,ConsumerPriceeIndex,ConsumerConfidenceIndex,y
services,married,high.school,telephone,869,2,45,93.994,-36.4,no
blue-collar,single,basic.9y,telephone,208,2,38,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,199,4,49,93.994,-36.4,no
blue-collar,divorced,basic.4y,telephone,47,1,57,93.994,-36.4,no
admin.,married,basic.6y,telephone,253,1,51,93.994,-36.4,no
technician,divorced,basic.9y,telephone,244,1,31,93.994,-36.4,no
management,married,university.degree,telephone,311,1,52,93.994,-36.4,no
retired,married,university.degree,telephone,177,1,57,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,217,2,47,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,189,1,42,93.994,-36.4,no
blue-collar,single,unknown,telephone,152,1,35,93.994,-36.4,no
admin.,single,university.degree,telephone,151,1,31,93.994,-36.4,no
technician,single,university.degree,telephone,24,1,43,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,212,1,44,93.994,-36.4,no
entrepreneur,divorced,high.school,telephone,184,1,59,93.994,-36.4,no
blue-collar,married,unknown,telephone,473,2,57,93.994,-36.4,no
blue-collar,married,high.school,telephone,485,1,41,93.994,-36.4,no
services,married,high.school,telephone,140,1,32,93.994,-36.4,no
blue-collar,single,basic.4y,telephone,172,1,33,93.994,-36.4,no
entrepreneur,married,basic.6y,telephone,77,2,54,93.994,-36.4,no
blue-collar,single,basic.9y,telephone,396,1,22,93.994,-36.4,no
management,married,university.degree,telephone,274,2,36,93.994,-36.4,no
retired,married,high.school,telephone,88,2,56,93.994,-36.4,no
management,married,high.school,telephone,129,2,41,93.994,-36.4,no
blue-collar,married,professional.course,telephone,346,2,46,93.994,-36.4,no
admin.,single,high.school,telephone,474,2,60,93.994,-36.4,no
services,married,high.school,telephone,268,2,50,93.994,-36.4,no
entrepreneur,married,basic.4y,telephone,222,2,49,93.994,-36.4,no
admin.,married,university.degree,telephone,139,2,47,93.994,-36.4,no
services,married,high.school,telephone,1313,2,34,93.994,-36.4,no
admin.,married,university.degree,telephone,72,5,49,93.994,-36.4,no
blue-collar,single,high.school,telephone,309,1,30,93.994,-36.4,no
blue-collar,divorced,high.school,telephone,61,2,35,93.994,-36.4,no
entrepreneur,married,basic.9y,telephone,246,3,40,93.994,-36.4,no
housemaid,married,high.school,telephone,205,2,42,93.994,-36.4,no
blue-collar,single,basic.9y,telephone,347,6,45,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,381,2,40,93.994,-36.4,no
entrepreneur,single,university.degree,telephone,355,1,32,93.994,-36.4,no
services,married,basic.9y,telephone,256,1,41,93.994,-36.4,no
blue-collar,divorced,professional.course,telephone,211,2,57,93.994,-36.4,no
services,married,high.school,telephone,211,1,34,93.994,-36.4,no
management,married,university.degree,telephone,66,12,40,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,1452,10,44,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,487,2,51,93.994,-36.4,no
technician,married,basic.9y,telephone,610,2,42,93.994,-36.4,no
technician,divorced,high.school,telephone,120,1,32,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,464,2,33,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,547,7,43,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,152,2,28,93.994,-36.4,no
services,married,high.school,telephone,522,1,37,93.994,-36.4,no
services,single,high.school,telephone,227,9,37,93.994,-36.4,no
housemaid,married,basic.9y,telephone,129,2,41,93.994,-36.4,no
admin.,married,university.degree,telephone,1376,2,37,93.994,-36.4,no
blue-collar,married,unknown,telephone,37,1,42,93.994,-36.4,no
services,married,unknown,telephone,360,1,60,93.994,-36.4,no
admin.,single,university.degree,telephone,51,1,28,93.994,-36.4,no
housemaid,divorced,university.degree,telephone,834,6,45,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,195,10,34,93.994,-36.4,no
technician,married,high.school,telephone,106,1,52,93.994,-36.4,no
admin.,married,university.degree,telephone,194,1,33,93.994,-36.4,no
entrepreneur,married,university.degree,telephone,535,1,43,93.994,-36.4,no
management,married,university.degree,telephone,182,1,41,93.994,-36.4,no
technician,married,professional.course,telephone,296,1,31,93.994,-36.4,no
entrepreneur,married,basic.9y,telephone,201,1,48,93.994,-36.4,no
services,married,high.school,telephone,281,1,47,93.994,-36.4,no
admin.,married,basic.9y,telephone,150,1,38,93.994,-36.4,no
unemployed,married,professional.course,telephone,76,1,51,93.994,-36.4,no
admin.,married,university.degree,telephone,79,1,49,93.994,-36.4,no
entrepreneur,married,basic.9y,telephone,359,2,31,93.994,-36.4,no
self-employed,married,basic.4y,telephone,332,2,45,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,592,1,41,93.994,-36.4,no
retired,married,basic.9y,telephone,166,1,51,93.994,-36.4,no
admin.,divorced,university.degree,telephone,245,1,46,93.994,-36.4,no
self-employed,married,university.degree,telephone,138,8,48,93.994,-36.4,no
retired,married,basic.9y,telephone,369,1,51,93.994,-36.4,no
services,married,high.school,telephone,158,1,44,93.994,-36.4,no
services,married,high.school,telephone,261,1,30,93.994,-36.4,no
blue-collar,divorced,basic.9y,telephone,131,1,35,93.994,-36.4,no
unemployed,married,university.degree,telephone,592,1,35,93.994,-36.4,no
technician,married,basic.9y,telephone,412,1,57,93.994,-36.4,no
admin.,married,university.degree,telephone,137,2,38,93.994,-36.4,no
self-employed,married,basic.6y,telephone,324,1,36,93.994,-36.4,no
admin.,single,university.degree,telephone,266,1,30,93.994,-36.4,no
services,married,high.school,telephone,335,1,37,93.994,-36.4,no
technician,divorced,basic.9y,telephone,235,2,31,93.994,-36.4,no
admin.,married,high.school,telephone,697,2,37,93.994,-36.4,no
blue-collar,unknown,unknown,telephone,170,2,31,93.994,-36.4,no
technician,married,professional.course,telephone,272,2,38,93.994,-36.4,no
student,single,university.degree,telephone,1042,17,29,93.994,-36.4,no
services,married,high.school,telephone,271,1,36,93.994,-36.4,no
management,married,basic.9y,telephone,378,3,41,93.994,-36.4,no
student,single,high.school,telephone,107,1,32,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,78,2,42,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,383,1,27,93.994,-36.4,no
technician,married,professional.course,telephone,185,1,34,93.994,-36.4,no
management,married,university.degree,telephone,254,1,44,93.994,-36.4,no
services,married,professional.course,telephone,107,1,42,93.994,-36.4,no
services,divorced,high.school,telephone,157,1,29,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,85,2,40,93.994,-36.4,no
retired,single,professional.course,telephone,249,3,57,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,163,2,42,93.994,-36.4,no
admin.,married,basic.9y,telephone,112,2,50,93.994,-36.4,no
retired,married,basic.4y,telephone,188,3,58,93.994,-36.4,no
technician,married,professional.course,telephone,148,1,34,93.994,-36.4,no
admin.,single,university.degree,telephone,145,2,40,93.994,-36.4,no
management,married,basic.9y,telephone,415,2,46,93.994,-36.4,no
admin.,married,high.school,telephone,742,2,33,93.994,-36.4,no
retired,married,basic.9y,telephone,129,1,42,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,37,9,27,93.994,-36.4,no
management,single,high.school,telephone,120,1,41,93.994,-36.4,no
admin.,married,professional.course,telephone,185,2,39,93.994,-36.4,no
retired,married,basic.4y,telephone,1045,1,58,93.994,-36.4,yes
blue-collar,married,basic.9y,telephone,204,1,31,93.994,-36.4,no
blue-collar,divorced,professional.course,telephone,205,2,48,93.994,-36.4,no
housemaid,married,professional.course,telephone,74,2,45,93.994,-36.4,no
self-employed,married,professional.course,telephone,190,2,30,93.994,-36.4,no
management,married,basic.4y,telephone,325,3,58,93.994,-36.4,no
blue-collar,single,basic.9y,telephone,650,3,39,93.994,-36.4,yes
technician,married,professional.course,telephone,148,2,41,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,38,8,44,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,625,2,47,93.994,-36.4,no
admin.,married,university.degree,telephone,175,3,32,93.994,-36.4,no
management,single,basic.9y,telephone,134,3,39,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,97,8,45,93.994,-36.4,no
management,married,professional.course,telephone,282,2,33,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,304,2,27,93.994,-36.4,no
retired,married,basic.4y,telephone,438,2,57,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,999,3,32,93.994,-36.4,no
blue-collar,divorced,basic.9y,telephone,127,2,33,93.994,-36.4,no
self-employed,married,unknown,telephone,446,2,57,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,289,3,34,93.994,-36.4,no
unemployed,married,basic.4y,telephone,217,4,58,93.994,-36.4,no
admin.,single,university.degree,telephone,169,1,50,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,247,3,44,93.994,-36.4,no
blue-collar,married,professional.course,telephone,140,1,48,93.994,-36.4,no
retired,divorced,high.school,telephone,60,6,56,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,99,1,42,93.994,-36.4,no
blue-collar,married,high.school,telephone,26,14,37,93.994,-36.4,no
technician,married,professional.course,telephone,128,6,29,93.994,-36.4,no
services,married,professional.course,telephone,215,3,32,93.994,-36.4,no
admin.,single,high.school,telephone,64,1,40,93.994,-36.4,no
management,married,high.school,telephone,52,10,39,93.994,-36.4,no
services,married,basic.6y,telephone,216,2,34,93.994,-36.4,no
housemaid,divorced,basic.4y,telephone,292,1,50,93.994,-36.4,no
blue-collar,single,basic.4y,telephone,129,7,28,93.994,-36.4,no
housemaid,married,basic.4y,telephone,201,4,43,93.994,-36.4,no
admin.,married,high.school,telephone,210,2,27,93.994,-36.4,no
services,married,basic.9y,telephone,114,1,38,93.994,-36.4,no
technician,married,professional.course,telephone,657,1,37,93.994,-36.4,no
admin.,married,basic.6y,telephone,88,1,39,93.994,-36.4,no
technician,divorced,university.degree,telephone,147,2,36,93.994,-36.4,no
services,married,high.school,telephone,443,1,43,93.994,-36.4,no
technician,married,basic.9y,telephone,73,1,55,93.994,-36.4,no
admin.,married,university.degree,telephone,127,8,35,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,1063,2,27,93.994,-36.4,yes
entrepreneur,married,basic.4y,telephone,446,2,51,93.994,-36.4,no
housemaid,married,high.school,telephone,252,2,34,93.994,-36.4,no
technician,married,professional.course,telephone,80,2,28,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,1446,1,50,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,144,2,26,93.994,-36.4,no
admin.,married,basic.9y,telephone,412,2,50,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,222,2,52,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,29,16,52,93.994,-36.4,no
admin.,married,high.school,telephone,165,2,45,93.994,-36.4,no
blue-collar,married,unknown,telephone,154,2,37,93.994,-36.4,no
technician,married,basic.9y,telephone,202,3,43,93.994,-36.4,no
admin.,married,high.school,telephone,723,2,46,93.994,-36.4,no
unemployed,married,university.degree,telephone,550,2,45,93.994,-36.4,no
technician,married,professional.course,telephone,130,2,31,93.994,-36.4,no
blue-collar,married,professional.course,telephone,192,2,39,93.994,-36.4,no
admin.,divorced,university.degree,telephone,146,2,55,93.994,-36.4,no
admin.,married,high.school,telephone,239,2,55,93.994,-36.4,no
technician,single,university.degree,telephone,304,2,27,93.994,-36.4,no
self-employed,single,university.degree,telephone,114,3,38,93.994,-36.4,no
student,married,university.degree,telephone,139,3,24,93.994,-36.4,no
services,married,high.school,telephone,445,2,36,93.994,-36.4,no
admin.,married,basic.4y,telephone,139,5,44,93.994,-36.4,no
blue-collar,single,basic.9y,telephone,16,10,33,93.994,-36.4,no
technician,married,university.degree,telephone,169,4,30,93.994,-36.4,no
self-employed,single,basic.9y,telephone,125,3,28,93.994,-36.4,no
admin.,married,university.degree,telephone,266,2,60,93.994,-36.4,no
technician,single,university.degree,telephone,446,12,38,93.994,-36.4,no
admin.,married,basic.9y,telephone,267,2,42,93.994,-36.4,no
blue-collar,married,high.school,telephone,6,2,35,93.994,-36.4,no
retired,married,high.school,telephone,15,13,53,93.994,-36.4,no
admin.,single,high.school,telephone,172,4,24,93.994,-36.4,no
admin.,divorced,university.degree,telephone,94,3,35,93.994,-36.4,no
admin.,single,high.school,telephone,268,3,25,93.994,-36.4,no
entrepreneur,married,university.degree,telephone,130,3,59,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,70,4,48,93.994,-36.4,no
admin.,married,basic.9y,telephone,91,6,56,93.994,-36.4,no
technician,married,unknown,telephone,324,2,43,93.994,-36.4,no
entrepreneur,married,basic.6y,telephone,465,8,32,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,274,2,27,93.994,-36.4,no
management,single,basic.9y,telephone,300,3,34,93.994,-36.4,no
blue-collar,divorced,professional.course,telephone,191,7,31,93.994,-36.4,no
unemployed,married,high.school,telephone,56,3,37,93.994,-36.4,no
services,married,high.school,telephone,189,2,29,93.994,-36.4,no
technician,married,university.degree,telephone,236,2,35,93.994,-36.4,no
technician,divorced,unknown,telephone,137,2,57,93.994,-36.4,no
services,married,professional.course,telephone,614,2,43,93.994,-36.4,no
admin.,single,high.school,telephone,363,5,49,93.994,-36.4,no
technician,married,basic.6y,telephone,418,2,50,93.994,-36.4,no
technician,married,university.degree,telephone,221,2,33,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,96,2,34,93.994,-36.4,no
services,single,high.school,telephone,119,3,24,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,103,3,43,93.994,-36.4,no
admin.,married,university.degree,telephone,10,17,44,93.994,-36.4,no
technician,married,professional.course,telephone,216,2,37,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,484,2,39,93.994,-36.4,no
admin.,single,professional.course,telephone,485,3,33,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,404,2,46,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,175,2,39,93.994,-36.4,no
admin.,single,university.degree,telephone,138,2,28,93.994,-36.4,no
technician,single,professional.course,telephone,243,2,25,93.994,-36.4,no
services,married,high.school,telephone,919,2,39,93.994,-36.4,no
blue-collar,married,basic.9y,telephone,203,2,31,93.994,-36.4,no
admin.,single,high.school,telephone,247,2,32,93.994,-36.4,no
services,married,high.school,telephone,89,2,32,93.994,-36.4,no
admin.,married,unknown,telephone,185,12,41,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,777,3,22,93.994,-36.4,no
housemaid,married,basic.9y,telephone,340,3,39,93.994,-36.4,no
admin.,single,high.school,telephone,110,2,29,93.994,-36.4,no
technician,married,professional.course,telephone,256,2,50,93.994,-36.4,no
housemaid,married,basic.9y,telephone,165,2,46,93.994,-36.4,no
housemaid,married,basic.4y,telephone,54,2,39,93.994,-36.4,no
services,divorced,basic.4y,telephone,26,2,55,93.994,-36.4,no
admin.,married,university.degree,telephone,350,4,43,93.994,-36.4,no
services,married,high.school,telephone,226,2,42,93.994,-36.4,no
blue-collar,married,basic.6y,telephone,167,2,41,93.994,-36.4,no
technician,single,university.degree,telephone,47,3,31,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,214,10,56,93.994,-36.4,no
blue-collar,married,basic.4y,telephone,446,7,40,93.994,-36.4,no
management,married,basic.9y,telephone,153,2,46,93.994,-36.4,no
admin.,divorced,high.school,telephone,181,6,56,93.994,-36.4,no
blue-collar,divorced,basic.4y,telephone,747,5,42,93.994,-36.4,no
admin.,single,high.school,telephone,214,1,41,93.994,-36.4,no
technician,divorced,basic.4y,telephone,270,1,41,93.994,-36.4,no
admin.,married,university.degree,telephone,37,13,53,93.994,-36.4,no
housemaid,married,basic.4y,telephone,129,8,33,93.994,-36.4,no
services,single,high.school,telephone,72,3,25,93.994,-36.4,no
admin.,married,high.school,telephone,1392,2,42,93.994,-36.4,yes
services,married,high.school,telephone,441,9,34,93.994,-36.4,no
technician,divorced,basic.4y,telephone,725,1,41,93.994,-36.4,no
admin.,married,high.school,telephone,213,3,38,93.994,-36.4,no
technician,single,high.school,telephone,177,10,31,93.994,-36.4,no
services,married,professional.course,telephone,273,4,46,93.994,-36.4,no
